experiment_type,model,model_size,model_category,model_params,prompt_type,phase,f1_score
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.5167
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.6726
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.3658
SD,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.5553
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.7381
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.7967
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.6515
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.767
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.8435
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.7685
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.7968
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.7546
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.838
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.86
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.6938
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.7402
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.8279
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.7647
SD,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.7138
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.1792
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.5163
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.698
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.6322
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.5058
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.5567
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.5678
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.5635
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.6378
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.5135
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.7898
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.6629
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.2928
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.4745
SD,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.2245
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.8042
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.7984
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.7027
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.8274
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.8704
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.879
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.8334
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.8434
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.7936
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.8446
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.7636
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.5985
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.8538
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.803
SD,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.7482
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.1718
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.4015
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.6814
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.4638
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.454
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.6292
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.4052
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.5198
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.5093
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.3868
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.7803
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.4169
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.2246
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.2938
SD,phi,3B,Small,3,vanilla,Base (Non Fine-Tuned),0.1532
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8256
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8016
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.6803
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8387
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8819
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.9065
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8444
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8376
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8129
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.845
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.7291
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.7878
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8769
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8343
SD,phi,3B,Small,3,vanilla,LoRA Fine-Tuned,0.8282
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.559
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5115
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.4922
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5684
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.1674
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.1374
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.4024
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.4493
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.5078
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.2947
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.1569
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge_few_shot,LoRA Fine-Tuned,0.1312
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.2463
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.2065
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.5877
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.5594
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.5835
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,Base (Non Fine-Tuned),0.5333
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.1932
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.3737
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.4628
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.3697
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.1506
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,knowledge_infused,LoRA Fine-Tuned,0.1449
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.5175
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.4928
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.5313
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.5488
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.318
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,Base (Non Fine-Tuned),0.232
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.2221
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.3421
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.489
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.4081
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.1515
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,cot_knowledge,LoRA Fine-Tuned,0.1633
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.5476
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.564
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.4518
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.6243
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.3003
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,Base (Non Fine-Tuned),0.2469
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.3789
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.4403
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.3467
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.5249
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.1824
$SD_{CT}$ + $SD_{CD}$,llama3_8b,8B,Medium,8,few_shot,LoRA Fine-Tuned,0.1311
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5227
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.4151
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.3087
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5286
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.522
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.4452
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.4516
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.4414
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.4079
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.33
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.1281
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge_few_shot,LoRA Fine-Tuned,0.1549
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.5603
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.4169
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.4797
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.4272
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.3126
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,Base (Non Fine-Tuned),0.4999
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.3606
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.4715
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.3691
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.3359
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.1288
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,cot_knowledge,LoRA Fine-Tuned,0.1704
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.5328
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.439
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.2373
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.5243
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.4767
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,Base (Non Fine-Tuned),0.3676
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.4463
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.4596
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.3674
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.2906
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.1289
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,few_shot,LoRA Fine-Tuned,0.1785
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.5595
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.5002
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.4262
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.3332
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.4794
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,Base (Non Fine-Tuned),0.446
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.4161
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.4829
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.3645
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.3376
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.129
$SD_{CT}$ + $SD_{CD}$,phi,3B,Small,3,knowledge_infused,LoRA Fine-Tuned,0.1636
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.4882
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.4927
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5103
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5084
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.4476
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.2798
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,LoRA Fine-Tuned,0.3703
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,LoRA Fine-Tuned,0.2903
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,LoRA Fine-Tuned,0.5462
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,LoRA Fine-Tuned,0.3114
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,LoRA Fine-Tuned,0.1485
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge_few_shot,LoRA Fine-Tuned,0.1286
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,Base (Non Fine-Tuned),0.1807
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,Base (Non Fine-Tuned),0.3989
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,Base (Non Fine-Tuned),0.3076
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,Base (Non Fine-Tuned),0.4979
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,Base (Non Fine-Tuned),0.208
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,Base (Non Fine-Tuned),0.2581
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,LoRA Fine-Tuned,0.2608
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,LoRA Fine-Tuned,0.5233
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,LoRA Fine-Tuned,0.2888
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,LoRA Fine-Tuned,0.2558
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,LoRA Fine-Tuned,0.1611
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,knowledge_infused,LoRA Fine-Tuned,0.1288
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,Base (Non Fine-Tuned),0.2285
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,Base (Non Fine-Tuned),0.3912
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,Base (Non Fine-Tuned),0.4356
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,Base (Non Fine-Tuned),0.4787
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,Base (Non Fine-Tuned),0.2013
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,Base (Non Fine-Tuned),0.3244
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,LoRA Fine-Tuned,0.5107
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,LoRA Fine-Tuned,0.2849
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,LoRA Fine-Tuned,0.3119
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,LoRA Fine-Tuned,0.312
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,LoRA Fine-Tuned,0.166
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,cot_knowledge,LoRA Fine-Tuned,0.1288
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,Base (Non Fine-Tuned),0.5141
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,Base (Non Fine-Tuned),0.5167
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,Base (Non Fine-Tuned),0.5114
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,Base (Non Fine-Tuned),0.4965
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,Base (Non Fine-Tuned),0.3168
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,Base (Non Fine-Tuned),0.3138
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,LoRA Fine-Tuned,0.3115
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,LoRA Fine-Tuned,0.2506
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,LoRA Fine-Tuned,0.5551
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,LoRA Fine-Tuned,0.399
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,LoRA Fine-Tuned,0.1485
$SD_{CT}$ + $SD_{CD}$,mistral_7b,7B,Medium,7,few_shot,LoRA Fine-Tuned,0.1285
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,Base (Non Fine-Tuned),0.3315
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,Base (Non Fine-Tuned),0.3
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,Base (Non Fine-Tuned),0.5063
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,Base (Non Fine-Tuned),0.1521
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,Base (Non Fine-Tuned),0.1531
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,Base (Non Fine-Tuned),0.144
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,LoRA Fine-Tuned,0.295
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,LoRA Fine-Tuned,0.2627
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,LoRA Fine-Tuned,0.5409
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,LoRA Fine-Tuned,0.2492
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,LoRA Fine-Tuned,0.1485
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge,LoRA Fine-Tuned,0.1293
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.2514
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.3587
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.5251
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.1487
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.1384
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,Base (Non Fine-Tuned),0.1291
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,LoRA Fine-Tuned,0.3122
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,LoRA Fine-Tuned,0.4637
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,LoRA Fine-Tuned,0.2861
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,LoRA Fine-Tuned,0.2363
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,LoRA Fine-Tuned,0.1487
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,cot_knowledge_few_shot,LoRA Fine-Tuned,0.1286
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,few_shot,Base (Non Fine-Tuned),0.6306
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,few_shot,Base (Non Fine-Tuned),0.4864
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,few_shot,Base (Non Fine-Tuned),0.6605
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,few_shot,Base (Non Fine-Tuned),0.3728
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,few_shot,Base (Non Fine-Tuned),0.4136
$SD_{CT}$ + $SD_{CD}$,mistral_24b,24B,Large,24,few_shot,Base (Non Fine-Tuned),0.3159
